RepRapFirmware height map file v2 generated at 2020-09-06 21:19, min error -0.216, max error 0.023, mean -0.068, deviation 0.076
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
20.00,215.00,20.00,215.00,-1.00,97.50,97.50,3,3
 -0.124, -0.216, -0.092
  0.004, -0.107,  0.011
 -0.011, -0.101,  0.023
